id,function_name,expected_cc,radon_cc,cfg_cc,num_nodes,num_edges,source_node,sink_node,edges
147,synthetic_cc50_v30_47,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 26), (2, 28), (3, 4), (4, 2), (4, 5), (5, 6), (5, 7), (5, 10), (5, 13), (5, 21), (6, 7), (7, 5), (7, 8), (7, 10), (7, 26), (8, 9), (8, 10), (8, 24), (9, 4), (9, 10), (10, 8), (10, 11), (11, 12), (11, 13), (12, 13), (13, 11), (13, 14), (13, 22), (13, 29), (14, 15), (14, 16), (15, 16), (15, 29), (16, 14), (16, 17), (17, 14), (17, 18), (17, 19), (17, 22), (18, 6), (18, 13), (18, 19), (18, 23), (19, 3), (19, 12), (19, 17), (19, 20), (20, 7), (20, 21), (20, 22), (21, 22), (22, 20), (22, 23), (23, 8), (23, 24), (23, 25), (24, 1), (24, 25), (25, 16), (25, 23), (25, 26), (26, 19), (26, 21), (26, 27), (26, 28), (26, 29), (27, 1), (27, 28), (27, 29), (28, 26), (28, 29), (29, 1), (29, 9), (29, 26), (29, 27)]"
148,synthetic_cc50_v30_48,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (3, 4), (4, 1), (4, 2), (4, 5), (5, 6), (5, 7), (5, 11), (6, 7), (6, 13), (7, 5), (7, 8), (7, 29), (8, 7), (8, 9), (8, 10), (8, 11), (9, 10), (9, 20), (10, 8), (10, 11), (10, 16), (10, 26), (10, 28), (11, 12), (11, 13), (11, 27), (12, 13), (13, 4), (13, 11), (13, 12), (13, 14), (14, 15), (14, 16), (15, 3), (15, 11), (15, 16), (15, 20), (15, 28), (16, 14), (16, 17), (16, 24), (16, 25), (17, 4), (17, 18), (17, 19), (17, 21), (18, 19), (19, 17), (19, 20), (20, 21), (20, 22), (21, 22), (21, 24), (22, 17), (22, 20), (22, 23), (23, 20), (23, 22), (23, 24), (23, 25), (24, 8), (24, 25), (25, 12), (25, 16), (25, 23), (25, 26), (26, 27), (26, 28), (26, 29), (27, 28), (27, 29), (28, 29), (29, 1), (29, 26), (29, 27)]"
149,synthetic_cc50_v30_49,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 14), (2, 25), (3, 4), (4, 2), (4, 5), (4, 28), (5, 6), (5, 7), (5, 17), (6, 7), (7, 5), (7, 8), (7, 27), (8, 9), (8, 10), (8, 13), (8, 14), (9, 10), (10, 8), (10, 11), (11, 1), (11, 12), (11, 13), (11, 21), (11, 23), (12, 1), (12, 13), (13, 11), (13, 14), (14, 15), (14, 16), (14, 20), (15, 10), (15, 16), (16, 14), (16, 17), (16, 21), (17, 18), (17, 19), (18, 1), (18, 15), (18, 19), (19, 17), (19, 20), (20, 21), (20, 22), (21, 2), (21, 5), (21, 22), (21, 24), (22, 20), (22, 23), (23, 10), (23, 12), (23, 24), (23, 25), (23, 27), (24, 25), (25, 2), (25, 23), (25, 26), (26, 11), (26, 27), (26, 28), (26, 29), (27, 28), (27, 29), (28, 6), (28, 10), (28, 26), (28, 29), (29, 1), (29, 7), (29, 9), (29, 26)]"
150,synthetic_cc50_v30_50,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 9), (2, 25), (2, 28), (3, 4), (4, 2), (4, 5), (5, 6), (5, 7), (6, 7), (6, 15), (6, 25), (7, 5), (7, 8), (8, 9), (8, 10), (8, 23), (9, 2), (9, 10), (9, 15), (9, 22), (9, 23), (10, 8), (10, 11), (10, 29), (11, 12), (11, 13), (12, 8), (12, 13), (13, 11), (13, 14), (14, 15), (14, 16), (14, 18), (15, 11), (15, 16), (16, 7), (16, 14), (16, 17), (16, 29), (17, 18), (17, 19), (17, 20), (17, 29), (18, 11), (18, 19), (19, 4), (19, 13), (19, 17), (19, 20), (19, 22), (20, 6), (20, 21), (20, 22), (21, 4), (21, 5), (21, 22), (22, 19), (22, 20), (22, 23), (23, 24), (23, 25), (24, 25), (25, 23), (25, 26), (26, 27), (26, 29), (27, 28), (27, 29), (28, 5), (28, 16), (28, 29), (29, 1), (29, 9), (29, 15), (29, 26)]"
151,synthetic_cc50_v30_51,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 13), (3, 4), (3, 11), (4, 2), (4, 5), (4, 18), (5, 6), (5, 7), (6, 7), (7, 3), (7, 5), (7, 8), (7, 25), (7, 28), (8, 9), (8, 10), (9, 10), (9, 16), (9, 22), (10, 8), (10, 11), (11, 12), (11, 13), (12, 5), (12, 13), (12, 15), (13, 2), (13, 5), (13, 11), (13, 14), (14, 10), (14, 15), (14, 16), (15, 16), (16, 14), (16, 17), (17, 18), (17, 19), (17, 24), (18, 19), (19, 17), (19, 20), (19, 22), (20, 21), (20, 22), (20, 27), (21, 4), (21, 11), (21, 16), (21, 22), (21, 29), (22, 20), (22, 23), (22, 27), (23, 24), (23, 25), (24, 1), (24, 25), (25, 12), (25, 23), (25, 26), (26, 5), (26, 20), (26, 27), (26, 28), (26, 29), (27, 28), (27, 29), (28, 2), (28, 26), (28, 29), (29, 1), (29, 22), (29, 26), (29, 27)]"
152,synthetic_cc50_v30_52,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 14), (3, 4), (4, 2), (4, 5), (4, 26), (5, 6), (5, 7), (6, 7), (6, 11), (7, 5), (7, 8), (7, 17), (7, 21), (7, 23), (8, 9), (8, 10), (9, 7), (9, 10), (9, 28), (10, 8), (10, 11), (10, 13), (11, 8), (11, 12), (11, 13), (12, 13), (13, 9), (13, 11), (13, 14), (13, 24), (14, 12), (14, 15), (14, 16), (15, 16), (15, 19), (15, 20), (16, 14), (16, 17), (17, 18), (17, 19), (18, 6), (18, 13), (18, 19), (19, 17), (19, 20), (20, 3), (20, 13), (20, 21), (20, 22), (21, 18), (21, 22), (22, 2), (22, 9), (22, 17), (22, 20), (22, 23), (23, 12), (23, 24), (23, 25), (24, 25), (25, 23), (25, 26), (26, 4), (26, 27), (26, 28), (26, 29), (27, 5), (27, 13), (27, 28), (27, 29), (28, 26), (28, 29), (29, 1), (29, 26), (29, 27)]"
153,synthetic_cc50_v30_53,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 11), (3, 4), (3, 7), (3, 18), (4, 2), (4, 5), (4, 6), (4, 8), (5, 6), (5, 7), (5, 17), (6, 7), (7, 4), (7, 5), (7, 8), (7, 10), (7, 19), (8, 9), (8, 10), (9, 10), (9, 19), (10, 8), (10, 11), (10, 25), (11, 12), (11, 13), (12, 13), (13, 11), (13, 14), (13, 26), (14, 15), (14, 16), (15, 10), (15, 16), (16, 1), (16, 14), (16, 17), (16, 26), (16, 29), (17, 9), (17, 18), (17, 19), (17, 24), (18, 19), (19, 17), (19, 20), (20, 21), (20, 22), (21, 4), (21, 22), (21, 27), (22, 11), (22, 20), (22, 23), (22, 25), (23, 24), (23, 25), (24, 25), (25, 23), (25, 26), (26, 15), (26, 16), (26, 21), (26, 27), (26, 28), (26, 29), (27, 7), (27, 11), (27, 28), (28, 11), (28, 27), (28, 29), (29, 1), (29, 7), (29, 27)]"
154,synthetic_cc50_v30_54,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 13), (3, 4), (4, 2), (4, 5), (4, 21), (4, 24), (5, 6), (5, 7), (5, 23), (6, 7), (6, 15), (6, 24), (7, 5), (7, 8), (7, 15), (7, 18), (8, 2), (8, 9), (8, 10), (8, 11), (8, 26), (9, 3), (9, 10), (10, 8), (10, 11), (11, 12), (11, 13), (11, 25), (12, 13), (13, 4), (13, 11), (13, 14), (14, 11), (14, 15), (14, 16), (15, 16), (16, 12), (16, 14), (16, 17), (16, 19), (17, 18), (17, 19), (18, 19), (19, 2), (19, 17), (19, 20), (20, 21), (20, 22), (21, 22), (22, 20), (22, 23), (23, 21), (23, 24), (23, 25), (24, 25), (25, 16), (25, 19), (25, 23), (25, 26), (25, 28), (26, 5), (26, 9), (26, 27), (26, 28), (26, 29), (27, 28), (27, 29), (28, 15), (28, 16), (28, 25), (28, 26), (28, 29), (29, 1), (29, 26), (29, 27)]"
155,synthetic_cc50_v30_55,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (3, 4), (3, 16), (4, 2), (4, 5), (4, 14), (5, 6), (5, 7), (6, 7), (7, 4), (7, 5), (7, 8), (7, 18), (8, 6), (8, 9), (8, 10), (9, 10), (10, 8), (10, 11), (11, 12), (11, 13), (11, 24), (12, 9), (12, 13), (13, 8), (13, 11), (13, 14), (14, 7), (14, 15), (14, 16), (14, 22), (15, 4), (15, 8), (15, 12), (15, 16), (15, 25), (16, 7), (16, 14), (16, 17), (16, 22), (17, 18), (17, 19), (18, 19), (19, 3), (19, 17), (19, 18), (19, 20), (20, 21), (20, 22), (21, 18), (21, 22), (22, 10), (22, 20), (22, 23), (23, 11), (23, 24), (23, 25), (24, 25), (25, 2), (25, 4), (25, 23), (25, 26), (26, 19), (26, 27), (26, 28), (26, 29), (27, 28), (27, 29), (28, 26), (28, 27), (28, 29), (29, 1), (29, 4), (29, 7), (29, 26), (29, 27)]"
156,synthetic_cc50_v30_56,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 27), (3, 4), (4, 2), (4, 5), (4, 7), (5, 4), (5, 6), (5, 7), (6, 7), (6, 12), (6, 26), (7, 3), (7, 5), (7, 8), (7, 16), (7, 23), (8, 3), (8, 9), (8, 10), (9, 10), (9, 28), (10, 8), (10, 11), (11, 12), (11, 13), (12, 10), (12, 13), (12, 15), (12, 21), (13, 11), (13, 14), (14, 13), (14, 15), (14, 16), (15, 1), (15, 3), (15, 16), (16, 12), (16, 14), (16, 17), (17, 13), (17, 18), (17, 19), (18, 19), (19, 17), (19, 20), (20, 8), (20, 21), (20, 22), (21, 7), (21, 18), (21, 22), (22, 20), (22, 23), (23, 24), (23, 25), (24, 18), (24, 25), (24, 27), (25, 9), (25, 21), (25, 23), (25, 26), (25, 28), (26, 3), (26, 12), (26, 27), (26, 28), (26, 29), (27, 8), (27, 28), (27, 29), (28, 26), (28, 29), (29, 1)]"
157,synthetic_cc50_v30_57,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (3, 2), (3, 4), (3, 29), (4, 2), (4, 5), (4, 7), (5, 6), (5, 7), (5, 19), (6, 7), (6, 9), (6, 14), (6, 27), (7, 5), (7, 8), (8, 6), (8, 9), (8, 10), (9, 10), (9, 11), (10, 8), (10, 11), (11, 12), (11, 13), (11, 23), (12, 1), (12, 9), (12, 13), (12, 24), (13, 9), (13, 11), (13, 14), (14, 15), (14, 16), (15, 16), (16, 14), (16, 17), (16, 20), (16, 25), (16, 27), (17, 8), (17, 18), (17, 19), (18, 8), (18, 19), (19, 17), (19, 20), (19, 23), (20, 21), (20, 22), (20, 25), (21, 22), (21, 25), (22, 19), (22, 20), (22, 23), (23, 3), (23, 24), (23, 25), (24, 12), (24, 25), (25, 23), (25, 26), (26, 18), (26, 27), (26, 28), (26, 29), (27, 5), (27, 28), (27, 29), (28, 26), (28, 29), (29, 1), (29, 26), (29, 27)]"
158,synthetic_cc50_v30_58,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 13), (2, 23), (3, 4), (3, 7), (4, 2), (4, 5), (4, 8), (4, 10), (5, 6), (5, 7), (6, 7), (7, 5), (7, 8), (7, 14), (8, 9), (8, 10), (8, 11), (8, 29), (9, 10), (10, 8), (10, 11), (10, 13), (10, 18), (10, 21), (10, 24), (11, 12), (11, 13), (12, 4), (12, 13), (13, 11), (13, 14), (14, 15), (14, 16), (15, 16), (16, 9), (16, 12), (16, 14), (16, 17), (17, 4), (17, 9), (17, 18), (17, 19), (17, 27), (18, 12), (18, 16), (18, 19), (19, 17), (19, 20), (20, 21), (20, 23), (20, 27), (21, 22), (22, 23), (23, 10), (23, 18), (23, 24), (23, 25), (24, 1), (24, 25), (25, 23), (25, 26), (26, 27), (26, 28), (26, 29), (27, 6), (27, 19), (27, 28), (27, 29), (28, 21), (28, 26), (28, 29), (29, 1), (29, 8), (29, 26), (29, 27)]"
159,synthetic_cc50_v30_59,50,50,50,30,78,0,1,"[(0, 2), (2, 1), (2, 3), (2, 4), (3, 4), (4, 2), (4, 5), (4, 21), (5, 6), (5, 7), (6, 7), (6, 12), (7, 5), (7, 8), (8, 5), (8, 9), (8, 10), (9, 10), (9, 14), (10, 8), (10, 9), (10, 11), (11, 12), (11, 13), (11, 20), (12, 6), (12, 13), (12, 28), (13, 11), (13, 14), (14, 15), (14, 16), (14, 25), (14, 26), (15, 16), (15, 24), (16, 6), (16, 14), (16, 17), (16, 21), (17, 7), (17, 18), (17, 19), (17, 28), (18, 17), (18, 19), (19, 17), (19, 20), (20, 21), (20, 22), (21, 1), (21, 3), (21, 7), (21, 22), (21, 28), (22, 5), (22, 14), (22, 20), (22, 23), (23, 24), (23, 25), (24, 11), (24, 25), (25, 23), (25, 26), (26, 14), (26, 27), (26, 28), (26, 29), (27, 13), (27, 28), (27, 29), (28, 26), (28, 29), (29, 1), (29, 3), (29, 26), (29, 27)]"
160,synthetic_cc50_v30_60,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 26), (3, 4), (4, 2), (4, 5), (4, 13), (5, 6), (5, 7), (5, 8), (5, 29), (6, 7), (7, 5), (7, 8), (7, 27), (8, 9), (8, 10), (8, 24), (9, 3), (9, 10), (10, 8), (10, 11), (10, 17), (10, 24), (10, 27), (10, 29), (11, 12), (11, 13), (12, 13), (13, 11), (13, 14), (13, 15), (13, 20), (14, 15), (14, 16), (15, 16), (16, 14), (16, 17), (17, 5), (17, 15), (17, 18), (17, 19), (18, 19), (19, 17), (19, 20), (20, 11), (20, 21), (20, 22), (21, 12), (21, 22), (22, 20), (22, 23), (23, 6), (23, 16), (23, 24), (23, 25), (24, 5), (24, 12), (24, 25), (24, 29), (25, 22), (25, 23), (25, 26), (25, 27), (26, 10), (26, 27), (26, 28), (26, 29), (27, 28), (27, 29), (28, 23), (28, 29), (29, 1), (29, 10), (29, 24), (29, 26), (29, 28)]"
161,synthetic_cc50_v30_61,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 22), (3, 4), (4, 2), (4, 5), (5, 4), (5, 6), (5, 7), (5, 11), (6, 7), (7, 5), (7, 8), (8, 9), (8, 10), (9, 10), (9, 23), (10, 8), (10, 11), (11, 7), (11, 12), (11, 13), (12, 13), (12, 22), (13, 11), (13, 14), (14, 15), (14, 16), (15, 16), (15, 25), (16, 8), (16, 14), (16, 17), (17, 18), (17, 19), (17, 22), (17, 28), (18, 19), (19, 8), (19, 17), (19, 20), (20, 19), (20, 21), (20, 22), (21, 20), (21, 22), (22, 4), (22, 14), (22, 20), (22, 23), (23, 8), (23, 21), (23, 24), (23, 25), (24, 22), (24, 25), (24, 27), (25, 8), (25, 10), (25, 19), (25, 23), (25, 26), (26, 27), (26, 28), (26, 29), (27, 2), (27, 4), (27, 19), (27, 28), (27, 29), (28, 12), (28, 26), (28, 29), (29, 1), (29, 10), (29, 26), (29, 27)]"
162,synthetic_cc50_v30_62,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 27), (3, 4), (4, 2), (4, 5), (4, 12), (5, 6), (5, 7), (5, 16), (6, 7), (6, 18), (6, 26), (7, 5), (7, 8), (7, 19), (8, 9), (8, 10), (8, 13), (9, 4), (9, 10), (9, 21), (10, 1), (10, 6), (10, 11), (11, 12), (11, 13), (11, 18), (11, 20), (12, 13), (13, 1), (13, 7), (13, 11), (13, 14), (14, 15), (14, 16), (14, 27), (15, 16), (15, 19), (16, 7), (16, 14), (16, 17), (16, 19), (16, 29), (17, 18), (17, 19), (18, 3), (18, 14), (18, 19), (19, 17), (19, 20), (20, 5), (20, 11), (20, 21), (20, 22), (21, 22), (22, 1), (22, 20), (22, 23), (23, 24), (23, 25), (24, 25), (24, 29), (25, 23), (25, 26), (26, 4), (26, 27), (26, 28), (26, 29), (27, 28), (27, 29), (28, 3), (28, 24), (28, 29), (29, 1), (29, 5), (29, 28)]"
163,synthetic_cc50_v30_63,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 15), (3, 4), (3, 21), (4, 2), (4, 5), (5, 2), (5, 6), (5, 7), (5, 21), (6, 7), (6, 17), (7, 5), (7, 8), (7, 12), (8, 2), (8, 9), (8, 10), (8, 24), (9, 10), (10, 8), (10, 11), (11, 9), (11, 12), (11, 13), (11, 22), (12, 13), (13, 11), (13, 14), (14, 3), (14, 15), (14, 16), (14, 24), (15, 12), (15, 16), (16, 14), (16, 17), (16, 22), (17, 18), (17, 19), (18, 10), (18, 19), (19, 3), (19, 17), (19, 20), (19, 29), (20, 13), (20, 21), (20, 22), (21, 22), (22, 6), (22, 9), (22, 20), (22, 23), (22, 26), (23, 6), (23, 24), (23, 25), (24, 8), (24, 9), (24, 20), (24, 25), (25, 23), (25, 24), (25, 26), (26, 27), (26, 28), (26, 29), (27, 24), (27, 28), (27, 29), (28, 10), (28, 29), (29, 1), (29, 2), (29, 9)]"
164,synthetic_cc50_v30_64,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (3, 4), (3, 13), (3, 24), (4, 2), (4, 5), (5, 6), (5, 7), (6, 7), (7, 5), (7, 8), (7, 15), (8, 9), (8, 10), (8, 20), (8, 21), (8, 23), (9, 10), (9, 20), (10, 8), (10, 11), (11, 12), (11, 13), (11, 15), (11, 19), (12, 9), (12, 13), (12, 24), (13, 11), (13, 14), (14, 8), (14, 15), (14, 16), (14, 29), (15, 9), (15, 16), (16, 13), (16, 14), (16, 17), (17, 6), (17, 12), (17, 13), (17, 18), (17, 19), (17, 23), (17, 25), (18, 10), (18, 19), (19, 13), (19, 17), (19, 20), (20, 21), (20, 22), (21, 22), (22, 20), (22, 23), (23, 24), (23, 25), (24, 25), (25, 7), (25, 23), (25, 26), (26, 3), (26, 12), (26, 27), (26, 28), (26, 29), (27, 21), (27, 28), (27, 29), (28, 26), (28, 29), (29, 1), (29, 17), (29, 26), (29, 27)]"
165,synthetic_cc50_v30_65,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (3, 4), (4, 2), (4, 5), (4, 19), (4, 26), (4, 27), (5, 6), (5, 7), (5, 19), (6, 7), (6, 16), (6, 26), (7, 5), (7, 8), (8, 9), (8, 10), (9, 10), (10, 8), (10, 11), (11, 12), (11, 13), (12, 13), (12, 20), (12, 24), (13, 11), (13, 14), (13, 20), (14, 15), (14, 16), (15, 16), (16, 14), (16, 17), (17, 4), (17, 14), (17, 18), (17, 19), (18, 2), (18, 19), (19, 5), (19, 15), (19, 16), (19, 17), (19, 20), (20, 21), (20, 22), (21, 22), (22, 11), (22, 15), (22, 20), (22, 21), (22, 23), (23, 24), (23, 25), (23, 27), (24, 11), (24, 18), (24, 19), (24, 23), (24, 25), (25, 14), (25, 23), (25, 26), (26, 27), (26, 28), (26, 29), (27, 17), (27, 22), (27, 28), (27, 29), (28, 26), (28, 29), (29, 1), (29, 6), (29, 26), (29, 27)]"
166,synthetic_cc50_v30_66,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 10), (3, 1), (3, 4), (3, 8), (3, 18), (3, 19), (4, 2), (4, 5), (5, 6), (5, 7), (5, 18), (5, 29), (6, 3), (6, 7), (7, 5), (7, 8), (8, 9), (8, 10), (9, 10), (10, 8), (10, 11), (11, 12), (11, 13), (12, 11), (12, 13), (13, 11), (13, 14), (14, 10), (14, 15), (14, 16), (14, 21), (14, 26), (15, 16), (15, 21), (16, 8), (16, 14), (16, 17), (17, 1), (17, 13), (17, 18), (17, 19), (17, 25), (17, 29), (18, 19), (19, 8), (19, 17), (19, 20), (20, 21), (20, 22), (21, 22), (21, 28), (22, 9), (22, 20), (22, 23), (23, 4), (23, 24), (23, 25), (24, 22), (24, 25), (25, 1), (25, 12), (25, 18), (25, 23), (25, 26), (26, 19), (26, 27), (26, 28), (26, 29), (27, 28), (27, 29), (28, 26), (28, 29), (29, 1), (29, 26), (29, 27)]"
167,synthetic_cc50_v30_67,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 15), (3, 4), (3, 19), (4, 2), (4, 5), (5, 4), (5, 6), (5, 7), (5, 19), (6, 7), (6, 21), (7, 5), (7, 8), (7, 9), (7, 11), (7, 29), (8, 5), (8, 9), (8, 10), (8, 29), (9, 10), (10, 6), (10, 8), (10, 11), (10, 13), (10, 15), (11, 12), (11, 13), (12, 13), (13, 11), (13, 14), (14, 15), (14, 16), (14, 22), (15, 16), (16, 14), (16, 17), (17, 18), (17, 19), (18, 19), (19, 3), (19, 6), (19, 17), (19, 20), (20, 17), (20, 21), (20, 22), (21, 22), (22, 20), (22, 23), (23, 8), (23, 24), (23, 25), (24, 25), (25, 6), (25, 23), (25, 26), (25, 28), (26, 14), (26, 25), (26, 27), (26, 28), (26, 29), (27, 13), (27, 18), (27, 28), (27, 29), (28, 6), (28, 15), (28, 26), (28, 29), (29, 1), (29, 6), (29, 26), (29, 27)]"
168,synthetic_cc50_v30_68,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (3, 4), (4, 1), (4, 2), (4, 5), (5, 6), (5, 7), (5, 12), (6, 4), (6, 7), (6, 12), (7, 5), (7, 8), (8, 7), (8, 9), (8, 10), (8, 25), (8, 29), (9, 10), (9, 26), (10, 8), (10, 11), (11, 8), (11, 12), (11, 13), (11, 25), (12, 13), (13, 11), (13, 14), (14, 15), (14, 16), (15, 16), (16, 1), (16, 10), (16, 14), (16, 17), (17, 18), (17, 19), (17, 20), (18, 3), (18, 19), (19, 16), (19, 17), (19, 20), (20, 4), (20, 21), (20, 22), (20, 23), (21, 22), (21, 26), (21, 28), (22, 20), (22, 23), (22, 28), (23, 24), (23, 25), (23, 26), (24, 19), (24, 25), (25, 1), (25, 23), (25, 26), (26, 5), (26, 13), (26, 27), (26, 28), (26, 29), (27, 28), (27, 29), (28, 7), (28, 26), (28, 29), (29, 1), (29, 19), (29, 26), (29, 27)]"
169,synthetic_cc50_v30_69,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 5), (2, 20), (3, 4), (3, 12), (4, 2), (4, 5), (5, 6), (5, 7), (5, 28), (6, 7), (7, 5), (7, 8), (7, 20), (8, 9), (8, 10), (8, 20), (9, 3), (9, 10), (9, 21), (10, 8), (10, 11), (10, 24), (11, 8), (11, 12), (11, 13), (12, 13), (13, 11), (13, 14), (14, 1), (14, 15), (14, 16), (14, 21), (14, 25), (15, 16), (15, 21), (16, 4), (16, 14), (16, 17), (16, 18), (17, 8), (17, 18), (17, 19), (18, 19), (18, 29), (19, 17), (19, 20), (20, 21), (20, 22), (21, 10), (21, 14), (21, 22), (22, 4), (22, 13), (22, 20), (22, 23), (23, 14), (23, 24), (23, 25), (23, 26), (24, 25), (25, 12), (25, 23), (25, 26), (26, 27), (26, 28), (26, 29), (27, 28), (27, 29), (28, 22), (28, 26), (28, 29), (29, 1), (29, 16), (29, 26), (29, 27)]"
170,synthetic_cc50_v30_70,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (3, 4), (3, 15), (4, 2), (4, 5), (4, 13), (5, 6), (5, 7), (6, 7), (6, 18), (7, 5), (7, 8), (7, 14), (8, 2), (8, 9), (8, 10), (9, 10), (9, 25), (10, 8), (10, 11), (10, 13), (10, 28), (11, 12), (11, 13), (12, 8), (12, 13), (13, 7), (13, 11), (13, 14), (14, 11), (14, 15), (14, 16), (15, 4), (15, 8), (15, 16), (15, 23), (15, 28), (16, 14), (16, 17), (17, 18), (17, 19), (17, 25), (18, 14), (18, 19), (18, 21), (19, 17), (19, 20), (19, 23), (20, 4), (20, 21), (20, 22), (21, 22), (22, 19), (22, 20), (22, 23), (23, 10), (23, 24), (23, 25), (24, 1), (24, 25), (24, 29), (25, 7), (25, 12), (25, 23), (25, 26), (25, 27), (26, 27), (26, 28), (26, 29), (27, 1), (27, 28), (27, 29), (28, 27), (28, 29), (29, 1), (29, 20)]"
171,synthetic_cc50_v30_71,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 26), (3, 4), (4, 2), (4, 5), (4, 7), (4, 13), (4, 20), (4, 29), (5, 6), (5, 7), (5, 18), (6, 7), (7, 5), (7, 8), (7, 13), (7, 16), (7, 22), (8, 9), (8, 10), (8, 25), (9, 8), (9, 10), (10, 3), (10, 8), (10, 11), (10, 26), (11, 2), (11, 12), (11, 13), (12, 13), (13, 4), (13, 11), (13, 14), (14, 15), (14, 16), (15, 2), (15, 16), (15, 21), (16, 14), (16, 15), (16, 17), (17, 18), (17, 19), (18, 19), (18, 21), (19, 17), (19, 20), (19, 23), (20, 21), (20, 22), (21, 22), (22, 11), (22, 20), (22, 23), (22, 25), (23, 24), (23, 25), (24, 25), (24, 29), (25, 20), (25, 23), (25, 26), (26, 27), (26, 28), (26, 29), (27, 9), (27, 28), (27, 29), (28, 13), (28, 19), (28, 26), (28, 29), (29, 1), (29, 26), (29, 27)]"
172,synthetic_cc50_v30_72,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (3, 4), (3, 9), (3, 17), (4, 2), (4, 5), (5, 6), (5, 7), (5, 13), (5, 15), (5, 19), (6, 7), (6, 19), (7, 5), (7, 8), (8, 5), (8, 9), (8, 10), (8, 28), (8, 29), (9, 10), (10, 8), (10, 11), (10, 29), (11, 2), (11, 12), (11, 13), (11, 16), (11, 27), (12, 11), (12, 13), (13, 8), (13, 11), (13, 14), (14, 15), (14, 16), (14, 28), (15, 16), (16, 14), (16, 15), (16, 17), (17, 12), (17, 18), (17, 19), (18, 19), (19, 17), (19, 18), (19, 20), (20, 1), (20, 14), (20, 17), (20, 21), (20, 22), (21, 2), (21, 22), (22, 20), (22, 23), (23, 11), (23, 24), (23, 25), (23, 28), (24, 25), (24, 27), (25, 23), (25, 26), (26, 27), (26, 28), (26, 29), (27, 28), (27, 29), (28, 7), (28, 26), (28, 29), (29, 1), (29, 26), (29, 27)]"
173,synthetic_cc50_v30_73,50,50,50,30,78,0,1,"[(0, 2), (2, 3), (2, 4), (2, 11), (3, 4), (3, 6), (4, 2), (4, 5), (5, 3), (5, 6), (5, 7), (6, 2), (6, 5), (6, 7), (6, 29), (7, 5), (7, 8), (8, 9), (8, 10), (9, 10), (9, 22), (10, 8), (10, 11), (11, 12), (11, 13), (12, 2), (12, 13), (13, 3), (13, 11), (13, 14), (13, 22), (14, 15), (14, 16), (15, 16), (16, 14), (16, 17), (16, 24), (17, 3), (17, 18), (17, 19), (17, 28), (18, 19), (19, 17), (19, 20), (20, 7), (20, 18), (20, 21), (20, 22), (21, 1), (21, 16), (21, 22), (22, 5), (22, 9), (22, 12), (22, 20), (22, 23), (23, 4), (23, 5), (23, 24), (23, 25), (23, 27), (24, 15), (24, 25), (25, 18), (25, 23), (25, 26), (26, 3), (26, 27), (26, 28), (26, 29), (27, 28), (27, 29), (28, 2), (28, 29), (29, 1), (29, 17), (29, 26), (29, 27)]"
